name,followers,uri,popularity,genres
The Shins,1162847,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,62,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, seattle indie, stomp and holler"
Jaden,1903698,spotify:artist:0xOeVMOz2fVg5BJY3N6akT,65,"pop rap, rap"
Hayley Williams,708428,spotify:artist:6Rx1JKzBrSzoKQtmbVmBnM,65,art pop
FIFTY FIFTY,1540408,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,67,k-pop girl group
Nancy Sinatra,446510,spotify:artist:3IZrrNonYELubLPJmqOci2,65,"lounge, sunshine pop"
Bea Miller,3109059,spotify:artist:1o2NpYGqHiCq7FoiYdyd1x,65,"alt z, pop, talent show"
112,1150376,spotify:artist:7urq0VfqxEYEEiZUkebXT4,65,"atl hip hop, boy band, contemporary r&b, hip pop, r&b, urban contemporary"
Sachin-Jigar,2111424,spotify:artist:1mBydYMVBECdDmMfE2sEUO,75,"filmi, gujarati pop, modern bollywood"
Sofia Carson,3559024,spotify:artist:7bp2lSdh12wcA8LyB1srfJ,66,pop
The Outfield,628710,spotify:artist:1zxDewzd2j1ZdSBGaYcr0y,67,"album rock, power pop"
Cheat Codes,2107623,spotify:artist:7DMveApC7UnC2NPfPvlHSU,66,"edm, pop, pop dance"
Bryce Savage,285291,spotify:artist:3BKu8LEdOvfIVWXZlmJAGI,61,singer-songwriter pop
Darshan Raval,18205555,spotify:artist:2GoeZ0qOTt6kjsWW4eA6LS,76,"desi pop, filmi, gujarati pop, modern bollywood"
The Used,1163147,spotify:artist:55VydwMyCuGcavwPuhutPL,62,"alternative metal, neon pop punk, pop emo, post-grunge, post-hardcore, screamo"
Andrea Bocelli,2678698,spotify:artist:3EA9hVIzKfFiQI0Kikz2wo,69,"classical tenor, italian tenor, operatic pop"
Coco Jones,418074,spotify:artist:4DHLoiIqFYYFjH09WduvFd,62,pop r&b
Kid Ink,2936625,spotify:artist:6KZDXtSj0SzGOV705nNeh3,66,"pop rap, rap, southern hip hop, trap"
Seeb,359570,spotify:artist:5iNrZmtVMtYev5M9yoWpEq,68,pop dance
Pablo Alborán,4938028,spotify:artist:5M9Bb4adKAgrOFOhc05Y50,72,"latin arena pop, latin pop, spanish pop"
Rocío Dúrcal,4272247,spotify:artist:2uyweLa0mvPZH6eRzDddeB,70,"cancion melodica, latin pop, ranchera"
Bomba Estéreo,1044525,spotify:artist:5n9bMYfz9qss2VOW89EVs2,69,"cumbia, latin alternative, latin rock, pop electronico, tropical alternativo"
Matheus & Kauan,10751008,spotify:artist:2Z0lRIqr997lIUiPtrpKCr,77,"agronejo, arrocha, pop nacional, sertanejo, sertanejo universitario"
LMFAO,4078055,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,66,"dance pop, pop, pop rap"
Lifehouse,1972809,spotify:artist:5PokPZn11xzZXyXSfnvIM3,64,"neo mellow, pop rock, post-grunge"
Juelz Santana,826140,spotify:artist:6Uh8uJyN9g7oFjDK16nJgb,63,"detroit hip hop, gangster rap, harlem hip hop, hip pop, nyc rap, pop rap, trap"
Lindsey Stirling,2201825,spotify:artist:378dH6EszOLFShpRzAQkVM,65,"bow pop, pop violin"
Dillon Francis,1120680,spotify:artist:5R3Hr2cnCCjt220Jmt2xLf,63,"brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house"
Carlos Rivera,4495986,spotify:artist:39yVoqm6sYFvvqF1RciUVf,72,"latin arena pop, latin pop, mexican pop, musica tlaxcalteca"
Larry Fleet,121519,spotify:artist:6MWr1SmTaCU5BJzOZxwJEw,59,modern country pop
mxmtoon,1901644,spotify:artist:0HthCchcL0kVLHTr113Vk1,63,"alt z, bedroom pop, indie pop, pov: indie"
Leo Dan,3022692,spotify:artist:6qhOH2mrlqUDod9sWA5kR2,70,"bolero, cancion melodica, latin pop, ranchera"
Plain White T's,1224654,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,63,"modern rock, neo mellow, neon pop punk, pop punk, pop rock"
Sin Bandera,5906390,spotify:artist:7xeM7V59cA1X8GKyKKQV87,71,"latin arena pop, latin pop, mexican pop"
Men At Work,1233150,spotify:artist:0f3EsoviYnRKTkmayI3cux,67,"album rock, australian rock, classic rock, hard rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock"
Morray,239588,spotify:artist:44vREmJC0OlVZjZaGLqVEd,61,pop rap
Alexander Stewart,981813,spotify:artist:0znpFLuaey34oJTE1jHSnT,66,singer-songwriter pop
Ninho,9454518,spotify:artist:6Te49r3A6f5BiIgBRxH7FH,77,"french hip hop, pop urbaine"
Hoobastank,2463313,spotify:artist:2MqhkhX4npxDZ62ObR5ELO,66,"alternative metal, funk metal, nu metal, pop rock, post-grunge"
Emei,252319,spotify:artist:7E2aQQjErJocovYFjYLzWU,63,"alt z, singer-songwriter pop"
Kodaline,3019656,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,68,"irish pop, modern rock, neo mellow"
Will Smith,914115,spotify:artist:41qil2VaGbD194gaEcmmyx,66,"hip hop, pop rap"
St. Vincent,838115,spotify:artist:7bcbShaqKdcyjnmv4Ix8j6,63,"art pop, etherpop, indie rock, indietronica, metropopolis, neo-synthpop"
La Oreja de Van Gogh,3684937,spotify:artist:4U7lXyKdSf1JbM1aXvsodC,72,"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock"
Penelope Scott,1042418,spotify:artist:3u6lPufHw4Oww6D88rv6sB,61,"alt z, modern indie pop, pov: indie"
Kenia OS,4570438,spotify:artist:31VFEohvhOUKrtAONEBhMG,73,"latin viral pop, urbano mexicano"
Simple Minds,1955910,spotify:artist:6hN9F0iuULZYWXppob22Aj,67,"album rock, dance rock, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock"
Hugo & Guilherme,1678496,spotify:artist:1LIuN7ov1IBQDdLsU83ojl,77,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario"
Uncle Kracker,687202,spotify:artist:2DnqqkzzDKm3vAoyHtn8So,60,"country, pop rock, post-grunge"
Huey Lewis & The News,1572038,spotify:artist:7A9yZMTrFZcgEWAX2kBfK6,63,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock"
Seven Lions,481799,spotify:artist:6fcTRFpz0yH79qSKfof7lp,60,"brostep, complextro, dubstep, edm, electro house, melodic dubstep, pop dance, progressive trance"
Waterparks,516684,spotify:artist:3QaxveoTiMetZCMp1sftiu,60,"neon pop punk, pixie, pop punk, pov: indie, texas pop punk"
Jacob Collier,770402,spotify:artist:0QWrMNukfcVOmgEU0FEDyD,64,uk alternative pop
Filipe Ret,5726770,spotify:artist:7gJN8W0589FisSYJS17K54,77,pop rap brasileiro
Arizona Zervas,742837,spotify:artist:0vRvGUQVUjytro0xpb26bs,63,"indie pop rap, pop rap, rhode island rap"
Blood Orange,853918,spotify:artist:6LEeAFiJF8OuPx747e1wxR,62,"alternative r&b, art pop, escape room, indie soul, indietronica, metropopolis"
Eric Bellinger,855536,spotify:artist:7ibAWtDtmEfaVhc1FJ3Vl9,62,"pop r&b, r&b"
Mase,799384,spotify:artist:1wiBLzTI7z9RUwEpNPdFT6,63,"contemporary r&b, gangster rap, hardcore hip hop, harlem hip hop, hip hop, hip pop, r&b, southern hip hop, urban contemporary"
Gazo,2524322,spotify:artist:5gqmbbfjcikQBzPB5Hv13I,77,"drill francais, french hip hop, pop urbaine, r&b francais, rap francais"
Dimitri Vegas,287200,spotify:artist:2HkAI0YrEcgoR8QdaURqhO,72,"belgian edm, pop dance"
49 Winchester,85588,spotify:artist:1JWMpIl0nhqFJNdO3IOQ20,59,modern country pop
KC & The Sunshine Band,986446,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,65,"disco, mellow gold, new wave pop, soft rock, soul"
Arcade Fire,2260452,spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,65,"alternative rock, baroque pop, canadian indie, canadian indie rock, chamber pop, indie rock, indietronica, modern rock, permanent wave, quebec indie, rock"
Rudimental,1343499,spotify:artist:4WN5naL3ofxrVBgFpguzKo,71,"pop dance, uk dance, uk funky"
Pecos & the Rooftops,134627,spotify:artist:5KbiLoVLLIHM5vZ0RM9WMU,58,"modern country pop, red dirt"
Bowling For Soup,1116578,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,61,"neon pop punk, pop punk, pop rock, texas pop punk"
Slowdive,1005676,spotify:artist:72X6FHxaShda0XeQw3vbeF,63,"alternative rock, dream pop, reading indie, shoegaze"
Monica,2531470,spotify:artist:6nzxy2wXs6tLgzEtqOkEi2,63,"contemporary r&b, hip pop, r&b, urban contemporary"
MNEK,284965,spotify:artist:7uMh23xWiuR7zsNkuNcm2G,68,"house, pop dance, uk contemporary r&b, uk dance, uk pop"
The Piano Guys,1295118,spotify:artist:0jW6R8CVyVohuUJVcuweDI,62,bow pop
Jazmine Sullivan,2039330,spotify:artist:7gSjFKpVmDgC2MMsnN8CYq,61,"hip pop, neo soul, r&b, urban contemporary"
Pentatonix,3701518,spotify:artist:26AHtbjWKiwYzsoGoUZq53,63,"a cappella, viral pop"
AFI,894448,spotify:artist:19I4tYiChJoxEO5EuviXpz,61,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo"
Cassie,1555306,spotify:artist:27FGXRNruFoOdf1vP8dqcH,64,"dance pop, hip pop, pop rap, r&b, urban contemporary"
Escape the Fate,1284118,spotify:artist:5ojhEavq6altxW8fWIlLum,62,"alternative metal, metalcore, neon pop punk, pixie, pop punk, post-grunge, screamo"
Far East Movement,1071023,spotify:artist:698hF4vcwHwPy8ltmXermq,65,"asian american hip hop, dance pop, pop rap"
Ben Rector,365297,spotify:artist:4AapPt7H6bGH4i7chTulpI,59,"acoustic pop, indiecoustica, lds youth, neo mellow, piano rock"
Del Water Gap,171114,spotify:artist:0xPoVNPnxIIUS1vrxAYV00,60,"deep new americana, indie pop, pov: indie"
Glen Campbell,481271,spotify:artist:59hLmB5DrdihCYtNeFeW1U,61,"adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock"
The Oh Hellos,488995,spotify:artist:3Fe3pszR2t4TOBVz41B1WR,62,"folk-pop, pov: indie, san marcos tx indie, stomp and holler"
Nick Jonas,9742335,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,64,"dance pop, pop"
BENEE,786286,spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4,64,"alt z, nz pop"
The Story So Far,449533,spotify:artist:6meTcQ79DrfkIuSLPZkpBg,60,"alternative emo, emo, pop punk"
Kenshi Yonezu,5753021,spotify:artist:1snhtMLeb2DYoMOcVbb8iB,70,"anime, j-pop"
Frankie Valli & The Four Seasons,617836,spotify:artist:6mcrZQmgzFGRWf7C0SObou,62,"adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly"
Deorro,1225975,spotify:artist:6VD4UEUPvtsemqD3mmTqCR,66,"dutch house, edm, electro house, melbourne bounce, melbourne bounce international, pop dance, progressive electro house"
Cooper Alan,426393,spotify:artist:0AtQAehoytV7j1r4O16dRb,61,modern country pop
Brando,31351,spotify:artist:5uEeqYFuIChoWKy34jp8xE,65,"dance pop, pop dance, uk dance"
Why Don't We,3670646,spotify:artist:2jnIB6XdLvnJUeNTy5A0J2,66,"boy band, pop"
Maisie Peters,597620,spotify:artist:2RVvqRBon9NgaGXKfywDSs,64,"alt z, uk pop"
Grey,76147,spotify:artist:4lDBihdpMlOalxy1jkUbPl,64,pop edm
Corinne Bailey Rae,773014,spotify:artist:29WzbAQtDnBJF09es0uddn,65,"british soul, neo soul, pop soul, soul"
JP Saxe,500975,spotify:artist:66W9LaWS0DPdL7Sz8iYGYe,65,"alt z, canadian contemporary r&b, singer-songwriter pop"
Luísa Sonza,5423350,spotify:artist:4PzYKhC14sTJNEr0dzoo0d,76,"funk carioca, pop nacional"
VOILÀ,146449,spotify:artist:6NnBBumbcMYsaPTHFhPtXD,62,"dark r&b, la pop, singer-songwriter pop"
Guilherme & Benuto,949364,spotify:artist:6m6e7D2TnV0aYMllFFwMxu,76,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario"
Sage The Gemini,866070,spotify:artist:6d47Z08T4snK50HgTEHo5Z,62,"hyphy, pop rap, southern hip hop, trap"
MK,292573,spotify:artist:1yqxFtPHKcGcv6SXZNdyT9,68,"house, pop dance"
Oliver Heldens,1011728,spotify:artist:5nki7yRhxgM509M5ADlN1p,69,"dutch house, edm, electro house, future house, house, pop dance, progressive electro house, progressive house"
Seafret,940486,spotify:artist:4Ly0KABsxlx4fNj63zJTrF,69,folk-pop
MAGIC!,1293127,spotify:artist:0DxeaLnv6SyYk2DOqkLO8c,67,"pop, reggae fusion"
Sub Urban,1649414,spotify:artist:7gXb99Sf9nNmpNYeAgIQFG,65,modern indie pop
K.Flay,583117,spotify:artist:0pCNk4D3E2xtszsm6hMsWr,63,"escape room, hip pop, modern alternative rock"
Starship,1041945,spotify:artist:0kObWap02DEg9EAJ3PBxzf,66,"album rock, classic rock, mellow gold, new romantic, new wave pop, soft rock, synthpop"
Olivia O'Brien,2022302,spotify:artist:1QRj3hoop9Mv5VvHQkwPEp,64,"alt z, pop"
Collective Soul,1077590,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6,60,"alternative rock, grunge, nu metal, pop rock, post-grunge, rock"
GIMS,4218295,spotify:artist:0GOx72r5AAEKRGQFn3xqXK,74,"french hip hop, french pop, r&b francais, rap conscient"
King Gnu,3331361,spotify:artist:6wxfx1yhyqjCPYwwxJktR2,72,j-pop
Queen Naija,3010231,spotify:artist:3nViOFa3kZW8OMSNOzwr98,60,"pop r&b, r&b"
Stromae,3244743,spotify:artist:5j4HeCoUlzhfWtjAfM1acR,71,"belgian pop, g-house"
PLK,1793312,spotify:artist:3DCWeG2J1fZeu0Oe6i5Q6m,76,"french hip hop, pop urbaine, rap conscient"
Blind Melon,1177940,spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd,61,"alternative metal, alternative rock, grunge, pop rock, rock"
Vitamin String Quartet,683329,spotify:artist:6MERXsiRbur2oJZFgYRDKz,61,bow pop
Atlus,152607,spotify:artist:7pEVNuJRlpDXlsrcq32yHp,59,modern country pop
JAWNY,316302,spotify:artist:25pd339V2rRJo84USlcSRP,62,"bedroom pop, pov: indie"
Sadie Jean,216197,spotify:artist:0sMAHzxguan2KpnKFZPW2d,63,"alt z, singer-songwriter pop"
ヨルシカ,2475462,spotify:artist:4UK2Lzi6fBfUi9rpDt6cik,72,j-pop
Bush,1830459,spotify:artist:78SHxLdtysAXgywQ4vE0Oa,61,"alternative metal, alternative rock, grunge, nu metal, pop rock, post-grunge, rock"
Luck Ra,1046806,spotify:artist:4kcQWQDK0u9AftVSpdrAgk,75,"cumbia pop, trap argentino, trap triste"
LAY,1516204,spotify:artist:4o7tWrzQOqarDtTMWD2HV9,61,"chinese electropop, chinese idol pop, k-pop"
Kizz Daniel,2592920,spotify:artist:1X6cBGnXpEpN7CmflLKmLV,70,"afrobeats, afropop, azontobeats, nigerian pop"
FAST BOY,29225,spotify:artist:56Qz2XwGj7FxnNKrfkWjnb,69,pop dance
P1Harmony,1091494,spotify:artist:3JjvsPeGMbDJqsphe2z8xU,64,"k-pop, k-pop boy group"
Bonnie Tyler,1947447,spotify:artist:0SD4eZCN4Kr0wQk56hCdh2,67,"europop, new wave pop, soft rock"
Ruel,1914622,spotify:artist:5xkAtLTf309LAGZTbvULBn,63,"alt z, australian alternative pop, pop"
AP Dhillon,4848372,spotify:artist:6LEG9Ld1aLImEFEVHdWNSB,73,"desi pop, punjabi hip hop, punjabi pop"
Belanova,1540742,spotify:artist:3oNy8cjBtJzLC07I70sklp,69,"latin arena pop, latin pop, mexican pop"
Lily Allen,2009062,spotify:artist:13saZpZnCDWOI9D4IJhp1f,67,"dance pop, electropop"
Tayc,2430867,spotify:artist:7gU9VyFRN3JWPJ5oHOil60,74,"pop urbaine, r&b francais"
Sigala,1552513,spotify:artist:1IueXOQyABrMOprrzwQJWN,68,"dance pop, edm, pop dance, uk dance"
RADWIMPS,3840588,spotify:artist:1EowJ1WwkMzkCkRomFhui7,72,"j-pop, j-rock, visual kei"
Indila,1705553,spotify:artist:0FEJqmeLRzsXj8hgcZaAyB,71,french pop
Victony,797322,spotify:artist:1E5hfn5BduN2nnoZCJmUVG,69,"afrobeats, nigerian pop"
Laura Pausini,2464427,spotify:artist:2e4nwiX8ZCU09LGLOpeqTH,71,"europop, italian adult pop, latin arena pop, mexican pop"
Of Mice & Men,1263495,spotify:artist:4tususHNaR68xdgLstlGBA,60,"alternative metal, melodic metalcore, metalcore, pop punk, post-grunge"
Sugar Ray,947641,spotify:artist:4uN3DsfENc7dp0OLO0FEIb,59,"alternative metal, funk metal, pop rock, post-grunge"
Lil Pump,7668902,spotify:artist:3wyVrVrFCkukjdVIdirGVY,64,"emo rap, miami hip hop, pop rap, rap, trap"
The Foundations,103318,spotify:artist:4GITZM5LCR2KcdlgEOrNLD,62,bubblegum pop
Ace of Base,785682,spotify:artist:5ksRONqssB7BR161NTtJAm,69,"eurodance, europop, new wave pop"
Pavement,589012,spotify:artist:3inCNiUr4R6XQ3W43s9Aqi,60,"alternative rock, chamber pop, indie rock, lo-fi, shoegaze"
Goodboys,61405,spotify:artist:2nm38smINjms1LtczR0Cei,69,"pop dance, uk dance"
Alana Springsteen,69499,spotify:artist:4TPT9nwjRvEV49q7f8p4fy,59,"contemporary country, country pop, modern country pop"
Young Stoner Life,148673,spotify:artist:1xr2G8Hlx4QWmT9HaUbmoO,60,pop rap
"Dream, Ivory",248712,spotify:artist:0qZyvjwZauLmrobrpJmvib,61,modern dream pop
JACKBOYS,694810,spotify:artist:7A8S43ryYdbWpJKeHRZRcq,64,pop rap
Looking Glass,87077,spotify:artist:5jJN1nmKXzRjodMl1THQeI,59,sunshine pop
Hootie & The Blowfish,1099417,spotify:artist:08ct2eZF5lUPdJpHwNKWof,59,"heartland rock, pop rock, post-grunge"
John Newman,718380,spotify:artist:34v5MVKeQnIo0CWYMbbrPf,68,dance pop
Carole King,1516827,spotify:artist:319yZVtYM9MBGqmSQnMyY6,62,"brill building pop, classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Faith Evans,1606614,spotify:artist:5NDMothbpdpq2xHqSjrrWn,64,"contemporary r&b, hip pop, r&b, urban contemporary"
JIN,7578136,spotify:artist:5vV3bFXnN6D6N3Nj4xRvaV,70,k-pop
Jaymes Young,926842,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,67,indie poptimism
SWV,1893661,spotify:artist:2NmK5FyrQ18HOPXq1UBzqa,60,"contemporary r&b, girl group, hip pop, new jack swing, r&b, urban contemporary"
Pet Shop Boys,1758805,spotify:artist:2ycnb8Er79LoH2AsR5ldjh,68,"dance rock, new romantic, new wave, new wave pop, permanent wave, synthpop"
Tyler Braden,102374,spotify:artist:63wjVVauFUQ4gBw6QXTT5N,59,"country pop, modern country pop"
Kyle Hume,230709,spotify:artist:0p3tzEAt0XWrBqbrwBoN1I,61,singer-songwriter pop
Caroline Polachek,485081,spotify:artist:4Ge8xMJNwt6EEXOzVXju9a,62,"art pop, escape room, indie pop, indietronica"
We Came As Romans,829861,spotify:artist:6qO6LhD6FuXK5e2PtfAIMz,61,"christian rock, melodic metalcore, metalcore, pop punk, trancecore"
Jamiroquai,2341543,spotify:artist:6J7biCazzYhU3gM9j1wfid,67,dance pop
Conner Smith,68202,spotify:artist:0y2FPygoi6LVc75pxCgsMk,58,modern country pop
Neck Deep,1493244,spotify:artist:2TM0qnbJH4QPhGMCdPt7fH,65,"pop punk, uk pop punk"
Melendi,3744090,spotify:artist:1EXjXQpDx2pROygh8zvHs4,73,"spanish pop, spanish pop rock"
Rick Springfield,821667,spotify:artist:6IFXsrXBpwbIqtOUOiAa3p,60,"album rock, australian rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new romantic, new wave pop, soft rock, yacht rock"
Roxette,2163407,spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY,70,"europop, swedish pop, synthpop"
Regard,243337,spotify:artist:4ofCBoyEiGSePFAG500xev,67,"pop dance, pop edm, slap house, uk dance"
Big Time Rush,2624354,spotify:artist:0GWCNkPi54upO9WLlwjAHd,64,"boy band, pop, post-teen pop"
Tiakola,1874034,spotify:artist:3vUMXQ9kPnZAQkMkZZ7Hfh,75,"french hip hop, pop urbaine"
Teyana Taylor,1854386,spotify:artist:4ULO7IGI3M2bo0Ap7B9h8a,60,"alternative r&b, hip pop, r&b, urban contemporary"
Frankie Valli,284003,spotify:artist:3CDKmzJu6uwEGnPLLZffpD,63,"adult standards, bubblegum pop, lounge, rock-and-roll"
D.O.D,74740,spotify:artist:0Cs47vvRsPgEfliBU9KDiB,67,"electro house, house, pop dance, uk dance"
Lazza,1979929,spotify:artist:0jdNdfi4vAuVi7a6cPDFBM,76,"italian hip hop, italian pop, rap genovese, trap italiana"
L7NNON,3962713,spotify:artist:0JjPiLQNgAFaEkwoy56B1C,76,"funk rj, pop rap brasileiro, trap brasileiro"
Pedro Capó,1582467,spotify:artist:4QVBYiagIaa6ZGSPMbybpy,68,"latin pop, puerto rican pop"
LiSA,3082439,spotify:artist:0blbVefuxOGltDBa00dspv,67,"anime, anime rock, j-pixie, j-pop"
The xx,3747640,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,66,"downtempo, dream pop, indietronica"
B Praak,10269698,spotify:artist:56SjZARoEvag3RoKWIb16j,74,"desi pop, filmi, punjabi pop"
BETWEEN FRIENDS,238831,spotify:artist:2HkSsS8O2U2gPhnCGVN5vn,59,"indie pop, la pop, pov: indie"
Mau y Ricky,6717983,spotify:artist:2wkoKEfS6dXwThbyTnZWFU,68,"latin pop, pop venezolano, reggaeton, urbano latino"
Sammie,585065,spotify:artist:4p07QU02SrLsaORo25h2Lg,61,"hip pop, r&b, urban contemporary"
Lit,337154,spotify:artist:5mgr0FFpvy267wKVAYg8qp,58,"alternative metal, nu metal, pop punk, pop rock, socal pop punk"
Chris Webby,653025,spotify:artist:3IstlZaHyUP9SONpulb4SM,59,indie pop rap
Kidd G,283571,spotify:artist:5edcHuf8pWH3I00WTorajM,57,modern country pop
Austin Snell,64184,spotify:artist:6Hd5hSFd33CfhMqtG3fjtx,57,modern country pop
Bobby V.,946557,spotify:artist:4HgF4KnohByNElYid7iCNb,60,"contemporary r&b, dirty south rap, hip pop, r&b, southern hip hop, urban contemporary"
KISS OF LIFE,623026,spotify:artist:4TEK9tIkcoxib4GxT3O4ky,65,k-pop girl group
jxdn,999472,spotify:artist:6Y64EaNqpqcZYTgs4c76gF,61,"pop punk, social media pop"
Café Tacvba,2931574,spotify:artist:09xj0S68Y1OU1vHMCZAIvz,68,"latin alternative, latin pop, latin rock, mexican rock, rock en espanol"
Alvvays,549382,spotify:artist:3kzwYV3OCB010YfXMF0Avt,59,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, shoegaze, toronto indie"
Bruno Major,1347836,spotify:artist:0hDjKSKjl1DC7ovYTDJHe8,65,singer-songwriter pop
Elvis Crespo,1099153,spotify:artist:1c22GXH30ijlOfXhfLz9Df,65,"latin pop, salsa, tropical"
Aitana,2919122,spotify:artist:7eLcDZDYHXZCebtQmVFL25,72,"latin talent show, latin viral pop, spanish pop"
Robin Thicke,1903305,spotify:artist:0ZrpamOxcZybMHGg1AYtHP,63,"dance pop, neo soul, pop rap, r&b, urban contemporary"
Mayday Parade,1341855,spotify:artist:3WfJ1OtrWI7RViX9DMyEGy,59,"neon pop punk, pop emo, pop punk"
Cristian Castro,3374439,spotify:artist:2AZOALDIBORfbzKTuliwdJ,70,"latin arena pop, latin pop"
Vaundy,2326364,spotify:artist:2IUl3m1H1EQ7QfNbNWvgru,72,"j-pop, japanese soul"
Phillip Phillips,1101905,spotify:artist:6p5JxpTc7USNnBnLzctyd4,61,"folk-pop, neo mellow, pop rock"
BANNERS,652008,spotify:artist:4qWnlmXWuGv2TtuxtIWlJX,65,indie poptimism
The Wanted,2485004,spotify:artist:2NhdGz9EDv2FeUw6udu2g1,64,"boy band, dance pop, pop, post-teen pop"
The Monkees,1170197,spotify:artist:320EPCSEezHt1rtbfwH6Ck,62,"album rock, beatlesque, bubblegum pop, classic rock, folk rock, heartland rock, mellow gold, psychedelic rock, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop"
Black Veil Brides,1912906,spotify:artist:6O7MpKrY91vlCd4Osi6XKs,61,"alternative metal, pop emo, pop punk"
Toro y Moi,753968,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,60,"chillwave, hypnagogic pop, indie soul, indietronica"
LISA,6863799,spotify:artist:5L1lO4eRHmJ7a0Q6csE5cT,70,k-pop
Maggie Lindemann,2009068,spotify:artist:0uGk2czvcpWQA383Im6ajf,63,"alt z, dark pop, pop"
August Alsina,2573644,spotify:artist:19Fi1Rj7kk8kyiwxpXy3yM,59,"pop r&b, pop rap, r&b, southern hip hop, trap, urban contemporary"
Dadju,5860865,spotify:artist:4sbXXFzEWJY2zsZjelerjX,74,"french hip hop, pop urbaine, r&b francais"
Rob Thomas,910403,spotify:artist:3aBkeBhwadnWMWoVJ2CxJC,61,"neo mellow, pop rock, post-grunge"
Live,776642,spotify:artist:6eoJpTIlcuxJNjV5fDzDJH,61,"grunge, pop rock, post-grunge"
Omarion,2842338,spotify:artist:0f5nVCcR06GX8Qikz0COtT,60,"dance pop, hip pop, r&b, rap, southern hip hop, trap, urban contemporary"
Lola Indigo,1172542,spotify:artist:3bvfu2KAve4lPHrhEFDZna,73,"latin viral pop, spanish pop"
Belinda,2019415,spotify:artist:5LeiVcEnsZcwc133TUhJNW,69,"latin arena pop, latin pop, mexican pop"
Gavin DeGraw,1251897,spotify:artist:5DYAABs8rkY9VhwtENoQCz,60,"neo mellow, pop rock"
Asees Kaur,2749906,spotify:artist:1sVmXkzX2ukc6QvasrDBES,73,"desi pop, filmi, modern bollywood"
Benny Benassi,542937,spotify:artist:4Ws2otunReOa6BbwxxpCt6,66,"edm, electro house, pop dance"
Thalia,4860713,spotify:artist:23wEWD21D4TPYiJugoXmYb,68,"latin pop, mexican pop"
Hannah Montana,4641532,spotify:artist:7nU4hB040gTmHm45YYMvqc,62,"pop, post-teen pop"
Fonseca,2919760,spotify:artist:53KTldaJ8tHSkYU3nigfwP,68,"colombian pop, latin pop"
Franco De Vita,5190421,spotify:artist:4NEYQeEYBUjfaXgDQGvFvu,68,"latin arena pop, latin pop"
Wheatus,199146,spotify:artist:4mYFgEjpQT4IKOrjOUKyXu,63,pop rock
Austin Williams,68373,spotify:artist:1VKH3J7gGkVyOX0sEqsFSR,57,modern country pop
AWOLNATION,2062748,spotify:artist:4njdEjTnLfcGImKZu1iSrz,61,"la indie, modern alternative rock, modern rock, rock, stomp pop"
Leona Lewis,3515280,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,65,"british soul, dance pop, pop, talent show"
The Japanese House,685066,spotify:artist:3IunaFjvNKj98JW89JYv9u,60,"indie pop, indietronica, modern dream pop, pov: indie, vapor soul"
Movements,257315,spotify:artist:1kkyfIopIiVvaPHHlbsfac,57,"alternative emo, dreamo, emo, midwest emo, pop punk, socal pop punk"
Vanessa Carlton,615179,spotify:artist:5ILrArfIV0tMURcHJN8Q07,63,"lilith, neo mellow, piano rock, pop rock, post-teen pop"
Redferrin,33388,spotify:artist:4oCk0xbmAtqXZFzXtH3AgF,57,modern country pop
Julio Iglesias,2873762,spotify:artist:4etuCZVdP8yiNPn4xf0ie5,69,latin pop
Cedric Gervais,102568,spotify:artist:4Wjf8diP59VmPG7fi4y724,65,"dutch house, edm, electro house, pop dance, progressive electro house"
