name,followers,uri,popularity,genres
Ray Dalton,69063,spotify:artist:4e0nWw2r4BoQSKPQ2zpU13,73,pop dance
Becky Hill,772940,spotify:artist:4EPJlUEBy49EX1wuFOvtjK,74,"pop dance, pop house, uk dance, uk pop"
311,1018978,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,63,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion"
Steve Aoki,3708904,spotify:artist:77AiFEVeAVj2ORpC85QVJs,71,"edm, electro house, pop dance"
Carlos Vives,5977661,spotify:artist:4vhNDa5ycK0ST968ek7kRr,73,"colombian pop, latin pop, vallenato"
Brandi Carlile,806096,spotify:artist:2sG4zTOLvjKG1PSoOyf5Ej,65,"acoustic pop, ectofolk, folk, indie folk, lilith, modern folk rock, new americana"
Jonas Blue,3722464,spotify:artist:1HBjj22wzbscIZ9sEb5dyf,74,"pop, pop dance, tropical house, uk dance"
Heart,2512347,spotify:artist:34jw2BbxjoYalTp8cJFCPv,67,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock"
Wild Rivers,221860,spotify:artist:59sBwR0jPSTrbMtuTkRPN5,65,folk-pop
Tanner Adell,75963,spotify:artist:5xKVALj2MSqOHmQhburCM8,65,modern country pop
Luis Fonsi,10481023,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,73,"latin pop, puerto rican pop"
TINI,7635771,spotify:artist:7vXDAI8JwjW531ouMGbfcp,77,"latin pop, latin viral pop, pop argentino"
NEEDTOBREATHE,816919,spotify:artist:610EjgFatGvVPtib97jQ8G,63,"ccm, christian alternative rock, christian indie, christian music, folk-pop"
Natalia Lafourcade,4393651,spotify:artist:1hcdI2N1023RvSwLzTtdsp,72,"cantautora mexicana, latin alternative, latin pop, mexican pop, rock en espanol, veracruz indie"
Red Velvet,8989312,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,71,"k-pop, k-pop girl group"
a-ha,2224619,spotify:artist:2jzc5TC5TVFLXQlBNiIUzE,72,"new romantic, new wave, new wave pop, permanent wave, synthpop"
deadmau5,2746842,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,67,"canadian electronic, edm, electro house, pop dance, progressive house"
Bas,560406,spotify:artist:70gP6Ry4Uo0Yx6uzPIdaiJ,65,"canadian hip hop, indie hip hop, queens hip hop, rap, sudanese hip hop, sudanese pop, underground hip hop"
Fabolous,2628609,spotify:artist:0YWxKQj2Go9CGHCp77UOyy,65,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary"
Yuridia,4277465,spotify:artist:5B8ApeENp4bE4EE3LI8jK2,74,"latin arena pop, latin pop, mexican pop"
Jessie J,11522857,spotify:artist:2gsggkzM5R49q6jpPvazou,72,"dance pop, pop"
Jul,9188407,spotify:artist:3IW7ScrzXmPvZhB27hmfgy,81,"french hip hop, pop urbaine, rap marseille"
Duran Duran,2922514,spotify:artist:0lZoBs4Pzo7R89JM9lxwoT,69,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop"
Charles Wesley Godwin,128370,spotify:artist:2ErsJAz6qJ5cqjoVAvfvaC,63,modern country pop
MØ,1441157,spotify:artist:0bdfiayQAKewqEvaU6rXCv,72,"dance pop, danish pop, electropop, pop dance"
Keane,3281792,spotify:artist:53A0W3U0s8diEn9RhXQhVz,73,"neo mellow, piano rock, pop rock"
The Cardigans,1228991,spotify:artist:1tqZaCwM57UFKjWoYwMLrw,68,"lilith, new wave pop, permanent wave, pop rock, swedish pop"
Zendaya,4558674,spotify:artist:6sCbFbEjbYepqswM1vWjjs,69,"pop, post-teen pop"
The Mamas & The Papas,1743041,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,68,"classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop"
Tanishk Bagchi,3835110,spotify:artist:4f7KfxeHq9BiylGmyXepGt,77,"desi pop, filmi, modern bollywood"
Keri Hilson,1955010,spotify:artist:63wjoROpeh5f11Qm93UiJ1,69,"dance pop, hip pop, r&b, urban contemporary"
Daya,1564402,spotify:artist:6Dd3NScHWwnW6obMFbl1BH,69,"alt z, pop"
Julieta Venegas,2276200,spotify:artist:2QWIScpFDNxmS6ZEMIUvgm,73,"cantautora mexicana, latin alternative, latin pop, latin rock, rock en espanol"
Gryffin,943939,spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh,67,"edm, pop dance"
Hailee Steinfeld,8771960,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F,68,pop
Chayce Beckham,104421,spotify:artist:5ujvZU2thXjZgFKPUt1rDt,64,modern country pop
Rita Ora,8234710,spotify:artist:5CCwRZC6euC8Odo6y9X8jr,72,"dance pop, pop, uk pop"
Kimbra,412120,spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti,70,"bergen indie, electropop, nz pop"
Taio Cruz,2185302,spotify:artist:6MF9fzBmfXghAz953czmBC,70,"dance pop, pop, pop rap"
The Cars,1778137,spotify:artist:6DCIj8jNaNpBz8e5oKFPtp,65,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, permanent wave, power pop, rock, singer-songwriter, soft rock, synthpop"
Kylie Minogue,1931689,spotify:artist:4RVnAU35WRWra6OZ3CbbMA,72,"australian dance, australian pop, dance pop, eurodance, new wave pop"
Gym Class Heroes,1447624,spotify:artist:4IJczjB0fJ04gs4uvP0Fli,69,"dance pop, pop rap"
Iggy Azalea,6465528,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,68,"australian hip hop, dance pop, pop"
Gotye,2142366,spotify:artist:2AsusXITU8P25dlRNhcAbG,70,australian pop
Diljit Dosanjh,19462500,spotify:artist:2FKWNmZWDBZR4dE5KX4plR,77,"filmi, modern bollywood, punjabi pop"
Udit Narayan,13683737,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,79,"chutney, filmi, odia pop"
Carla Morrison,4117902,spotify:artist:0XK6kT7xcZAlcYrNjOgzJe,72,"cantautora mexicana, mexican pop"
LUDMILLA,7032720,spotify:artist:3CDoRporvSjdzTrm99a3gi,80,"funk carioca, funk pop, funk rj, pagode baiano, pop nacional"
Davido,4597459,spotify:artist:0Y3agQaa6g2r0YmHPOO9rh,72,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop"
Tinashe,2671188,spotify:artist:0NIIxcxNHmOoyBx03SfTCD,67,"alternative r&b, dance pop, metropopolis, pop, r&b, urban contemporary"
Blondie,1430775,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,70,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop"
Alejandro Sanz,7390728,spotify:artist:5sUrlPAHlS9NEirDB8SEbF,75,"cantautor, latin arena pop, latin pop, mexican pop"
Fat Joe,1754178,spotify:artist:3ScY9CQxNLQei8Umvpx5g6,67,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap"
Ana Gabriel,4102383,spotify:artist:41ESHLayJ5sDKjAOv6cMhe,72,"latin pop, mariachi, ranchera"
Sleeping At Last,1434204,spotify:artist:0MeLMJJcouYXCymQSHPn8g,68,"ambient worship, chamber pop"
Chris Lake,318997,spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE,68,"bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house"
Jon Bellion,1402517,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,65,indie pop rap
Annie Lennox,1499722,spotify:artist:5MspMQqdVbdwP6ax3GXqum,71,"new romantic, new wave, new wave pop, singer-songwriter, soft rock, synthpop"
Neil Diamond,2695187,spotify:artist:7mEIug7XUlQHikrFxjTWes,67,"adult standards, brill building pop, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock, yacht rock"
Chri$tian Gate$,278959,spotify:artist:0OEYE03fBF2VoTBxGuaUxL,65,"sad rap, singer-songwriter pop"
Felix Jaehn,1270283,spotify:artist:4bL2B6hmLlMWnUEZnorEtG,74,"edm, german dance, pop dance, tropical house"
Bryce Vine,502468,spotify:artist:1ShZZUjkbXCjhwrb18BA8I,62,indie pop rap
Jesse & Joy,8499737,spotify:artist:1mX1TWKpNxDSAH16LgDfiR,74,"latin arena pop, latin pop, mexican pop"
Asake,3082313,spotify:artist:3a1tBryiczPAZpgoZN9Rzg,73,"afrobeats, nigerian pop"
Jessie Reyez,1392856,spotify:artist:3KedxarmBCyFBevnqQHy3P,67,"canadian contemporary r&b, canadian pop"
Stellar,565207,spotify:artist:5yw4tA8D5uG7tT3NaDvq10,66,social media pop
Two Feet,1960634,spotify:artist:5sWHDYs0csV6RS48xBl0tH,70,"indie poptimism, modern rock"
Daughtry,2123454,spotify:artist:5P5FTygHyx2G57oszR3Wot,64,"alternative metal, neo mellow, pop rock, post-grunge"
Alex Warren,309601,spotify:artist:0fTSzq9jAh4c36UVb4V7CB,69,"gen z singer-songwriter, singer-songwriter pop"
Ke Personajes,3520461,spotify:artist:06Q5VlSAku57lFzyME3HrM,78,cumbia pop
Lykke Li,1838989,spotify:artist:6oBm8HB0yfrIc9IHbxs6in,69,"electropop, indietronica, neo-synthpop, swedish electropop, swedish indie pop, swedish pop"
Smash Mouth,1051373,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,67,"pop rock, post-grunge"
Icona Pop,690203,spotify:artist:1VBflYyxBhnDc9uVib98rw,68,"candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop"
Mario,3348008,spotify:artist:20s0P9QLxGqKuCsGwFsp7w,67,"dance pop, r&b, southern hip hop, urban contemporary"
GRAHAM,177055,spotify:artist:662lI9CXPZ0a6ou4CkLr0G,66,singer-songwriter pop
Amaarae,356849,spotify:artist:21UPYSRWFKwtqvSAnFnSvS,68,"afro r&b, afrobeats, alternative r&b, ghanaian alternative, ghanaian pop"
Jax Jones,1160785,spotify:artist:4Q6nIcaBED8qUel8bBx6Cr,73,"dance pop, edm, house, pop dance, uk dance, uk pop"
Her's,898526,spotify:artist:77mJc3M7ZT5oOVM7gNdXim,64,"indie pop, liverpool indie, pov: indie"
Taking Back Sunday,826616,spotify:artist:24XtlMhEMNdi822vi0MhY1,62,"emo, neon pop punk, pop punk, post-hardcore, screamo"
Sleeping With Sirens,2252471,spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA,64,"neon pop punk, pop emo, pop punk, screamo"
fun.,3052993,spotify:artist:5nCi3BB41mBaMH9gfr6Su0,67,"baroque pop, metropopolis"
Dylan Marlowe,102683,spotify:artist:0ZZLr8EH3aNFzYpXtaTIax,62,modern country pop
Alanis Morissette,2747143,spotify:artist:6ogn9necmbUdCppmNnGOdi,67,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter"
Zac Efron,810412,spotify:artist:6U1dBXJhC8gXFjamvFTmHg,68,"hollywood, movie tunes, post-teen pop"
The-Dream,1263545,spotify:artist:1W3FSF1BLpY3hlVIgvenLz,64,"dirty south rap, hip pop, r&b, southern hip hop, trap, urban contemporary"
Chayanne,7725422,spotify:artist:1JbemQ1fPt2YmSLjAFhPBv,73,"latin pop, puerto rican pop"
Jeremy Zucker,2247404,spotify:artist:3gIRvgZssIb9aiirIg0nI3,68,"alt z, electropop, pop"
Karan Aujla,9142291,spotify:artist:6DARBhWbfcS9E4yJzcliqQ,77,"desi hip hop, punjabi pop"
Sfera Ebbasta,6049245,spotify:artist:23TFHmajVfBtlRx5MXqgoz,79,"italian hip hop, italian pop, trap italiana, trap latino"
Kenny Rogers,2628569,spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4,69,"classic country pop, country, nashville sound, soft rock"
Gaby Music,26177,spotify:artist:1r3tpVQ08jFAA2P4xzV5o4,72,"pop reggaeton, trap latino"
Glee Cast,1497071,spotify:artist:0SCbttzoZTnLFebDYmAWCm,68,"glee club, post-teen pop"
The Head And The Heart,1073174,spotify:artist:0n94vC3S9c3mb2HyNAOcjg,62,"folk-pop, seattle indie, stomp and holler"
Camila,4350134,spotify:artist:2gRP1Ezbtj3qrERnd0XasU,72,"latin arena pop, latin pop"
Eve,1352230,spotify:artist:4d3yvTptO48nOYTPBcPFZC,67,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary"
Jay Chou,5447064,spotify:artist:2elBjNSdBE2Y3f0j1mjrql,72,"c-pop, mandopop, taiwan pop, zhongguo feng"
Colbie Caillat,2469049,spotify:artist:6aZyMrc4doVtZyKNilOmwu,67,"dance pop, neo mellow, pop"
NMIXX,2639693,spotify:artist:28ot3wh4oNmoFOdVajibBl,70,"k-pop, k-pop girl group"
FINNEAS,1931274,spotify:artist:37M5pPGs6V1fchFJSgCguX,67,"alt z, la indie, pop, pov: indie"
James Bay,3970824,spotify:artist:4EzkuveR9pLvDVFNx6foYD,69,"neo mellow, pop, uk pop"
Sara Bareilles,1912783,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,64,"acoustic pop, ectofolk, lilith, neo mellow, pop rock, post-teen pop"
Dimitri Vegas & Like Mike,3397492,spotify:artist:73jBynjsVtofjRpdpRAJGk,74,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house"
Fleet Foxes,1338581,spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,64,"chamber pop, folk, indie folk, indie rock, indietronica, modern rock, seattle indie, singer-songwriter, stomp and holler"
Kelly Rowland,3429583,spotify:artist:3AuMNF8rQAKOzjYppFNAoB,68,"atl hip hop, dance pop, hip pop, r&b, urban contemporary"
Asking Alexandria,2132713,spotify:artist:1caBfBEapzw8z2Qz9q0OaQ,65,"alternative metal, metalcore, pop punk, post-grunge, trancecore, uk metalcore"
Passenger,3256527,spotify:artist:0gadJ2b9A4SKsB1RFkBb66,71,"folk-pop, neo mellow"
Fifth Harmony,16008672,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,69,"girl group, pop, talent show"
Mark Ambor,267829,spotify:artist:11p2E654TTU8e0nZWBR4AL,70,singer-songwriter pop
LECADE,63143,spotify:artist:5KfgJTNwvEbzMtJREyq9Jt,61,modern country pop
The Pussycat Dolls,5545759,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ,68,"dance pop, girl group, pop"
Normani,2641480,spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,67,"pop, r&b"
Oh Wonder,1060396,spotify:artist:5cIc3SBFuBLVxJz58W2tU9,65,"electropop, indie poptimism, pov: indie"
Tori Kelly,2114165,spotify:artist:1vSN1fsvrzpbttOYGsliDr,65,"pop, post-teen pop"
W&W,831474,spotify:artist:2rTo8KIkBTFjQS7VvaKYQ4,74,"big room, dutch house, dutch trance, edm, electro house, pop dance, progressive electro house"
Sidhu Moose Wala,30002226,spotify:artist:4PULA4EFzYTrxYvOVlwpiQ,78,"desi hip hop, pakistani hip hop, punjabi hip hop, punjabi pop"
MKTO,1051447,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,66,"pop, post-teen pop"
Fiona Apple,1386820,spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL,64,"art pop, chamber pop, dark pop, lilith, permanent wave, piano rock, singer-songwriter"
Death Cab for Cutie,1498706,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,62,"alternative rock, canadian indie, chamber pop, indie rock, indietronica, modern rock, seattle indie, washington indie"
Topic,240738,spotify:artist:0u6GtibW46tFX7koQ6uNJZ,73,"german dance, pop dance, pop edm, uk dance"
Kaskade,929479,spotify:artist:6TQj5BFPooTa08A7pk8AQ1,65,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house"
Piso 21,8940838,spotify:artist:4bw2Am3p9ji3mYsXNXtQcd,73,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Nessa Barrett,1272394,spotify:artist:7pwufEBGfggjoI8twqlsmQ,66,"alt z, social media pop"
CeeLo Green,604760,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,65,"atl hip hop, pop rap"
Ricky Martin,7427867,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ,72,"latin pop, mexican pop, puerto rican pop"
Janet Jackson,3832835,spotify:artist:4qwGe91Bz9K2T8jXTZ815W,65,"dance pop, r&b, urban contemporary"
Cocteau Twins,968615,spotify:artist:5Wabl1lPdNOeIn0SQ5A1mp,64,"alternative rock, art pop, dream pop, ethereal wave, melancholia, new wave, scottish indie, shoegaze, synthpop"
Vishal Mishra,2139863,spotify:artist:5wJ1H6ud777odtZl5gG507,77,"desi pop, filmi, modern bollywood"
Selena Gomez & The Scene,9563233,spotify:artist:6dJeKm76NjfXBNTpHmOhfO,68,pop
Ella Henderson,1600563,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1,73,"dance pop, pop dance, talent show, uk pop"
Lukas Graham,2150755,spotify:artist:25u4wHJWxCA9vO0CzxAbK7,70,"danish pop, scandipop"
Young Money,2980708,spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP,62,"dirty south rap, pop rap, rap, southern hip hop, trap"
Ha*Ash,8168321,spotify:artist:5xd2Tg7Zo8755eCy8Gxkp8,74,"latin arena pop, latin pop, mexican pop"
CAKE,1138325,spotify:artist:6A43Djmhbe9100UwnI7epV,62,"alternative rock, pop rock, post-grunge, sacramento indie"
Imanbek,223485,spotify:artist:5rGrDvrLOV2VV8SCFVGWlj,71,"electro house, pop dance, slap house"
The National,1588425,spotify:artist:2cCUtGK9sDU2EoElnk0GNB,67,"chamber pop, indie folk, indie rock, indietronica, modern rock"
Good Charlotte,2512202,spotify:artist:5aYyPjAsLj7UzANzdupwnS,65,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge"
Yebba,485183,spotify:artist:1ooV8YZC1KbpEcrmI8WH0F,66,pop soul
Ginuwine,2535001,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,64,"contemporary r&b, hip pop, r&b, urban contemporary"
Natalie Jane,884752,spotify:artist:5bfglVyGJppmmNoC2rhBUG,65,singer-songwriter pop
Los Enanitos Verdes,4009790,spotify:artist:4TK1gDgb7QKoPFlzRrBRgR,72,"argentine rock, latin alternative, latin pop, latin rock, mexican pop, rock en espanol, ska argentino"
BIBI,1372970,spotify:artist:6UbmqUEgjLA6jAcXwbM1Z9,68,"k-pop, korean r&b"
The Red Jumpsuit Apparatus,1337107,spotify:artist:1SImpQO0GbjRgvlwCcCtFo,64,"alternative metal, neon pop punk, pop punk, post-grunge, screamo"
Sting,3233391,spotify:artist:0Ty63ceoRnnJKVEYP0VQpk,71,"permanent wave, soft rock, sophisti-pop"
Kate Bush,1835008,spotify:artist:1aSxMhuvixZ8h9dK9jIDwL,68,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter"
George Jones,1182069,spotify:artist:2OpqcUtj10HHvGG6h9VYC5,61,"classic country pop, country, country rock, honky tonk"
KYLE,1060089,spotify:artist:4qBgvVog0wzW75IQ48mU7v,62,"deep underground hip hop, indie pop rap, pop rap, viral trap"
Joel Corry,407294,spotify:artist:6DgP9otnZw5z6daOntINxp,72,"dance pop, pop dance, uk dance"
Ethel Cain,492141,spotify:artist:0avMDS4HyoCEP6RqZJWpY2,63,"countrygaze, indie pop, modern dream pop"
DDG,1274125,spotify:artist:0WK3H9OErSn5zKOkOV5egm,63,"pop rap, trap"
Beartooth,755967,spotify:artist:6vwjIs0tbIiseJMR3pqwiL,62,"melodic metalcore, metalcore, pop punk"
Kenny Loggins,1062388,spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW,66,"album rock, classic rock, heartland rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock"
The Temper Trap,694014,spotify:artist:4W48hZAnAHVOC2c8WH8pcq,66,"indietronica, modern rock, shimmer pop"
Sheck Wes,1577284,spotify:artist:2RDOrhPqAM4jzTRCEb19qX,64,"pop rap, rap, trap"
DNCE,4516612,spotify:artist:6T5tfhQCknKG4UnH90qGnz,68,"dance pop, pop"
Geolier,2014704,spotify:artist:27LlKWxS3KXW7RRAxN5S8s,79,"italian hip hop, italian pop, rap napoletano, trap italiana"
Brandy,3521717,spotify:artist:05oH07COxkXKIMt6mIPRee,65,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary"
Simple Plan,3499667,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,68,"canadian pop punk, canadian punk, canadian rock, modern rock, neon pop punk, pop punk, pop rock"
Sixpence None The Richer,525354,spotify:artist:0lJlKQvuM2Sd9DPPyUXcHg,66,"lilith, pop rock"
Atif Aslam,21793532,spotify:artist:2oSONSC9zQ4UonDKnLqksx,77,"classic pakistani pop, filmi, modern bollywood, sufi"
Cher,3270923,spotify:artist:72OaDtakiy6yFqkt4TsiFt,69,"dance pop, pop"
Ryan Mack,309565,spotify:artist:5LGo1zHegJTWzqVXgeNplt,65,"irish pop, singer-songwriter pop"
Fujii Kaze,3086609,spotify:artist:6bDWAcdtVR3WHz2xtiIPUi,73,japanese teen pop
Lamp,1039470,spotify:artist:0rFHElzeddB9ymDjgpBENX,64,japanese alternative pop
Kacy Hill,106239,spotify:artist:4dYQmk5ma04mZ1KJ9KkAQK,64,"la pop, modern alternative pop"
Iron & Wine,1080856,spotify:artist:4M5nCE77Qaxayuhp3fVn4V,64,"acoustic pop, chamber pop, indie folk, indie rock, stomp and holler"
Myles Smith,288747,spotify:artist:3bO19AOone0ubCsfDXDtYt,68,singer-songwriter pop
Skylar Grey,587159,spotify:artist:4utLUGcTvOJFr6aqIJtYWV,67,"piano rock, viral pop"
3OH!3,961239,spotify:artist:0FWzNDaEu9jdgcYTbcOa4F,63,"dance pop, electropowerpop, pop punk, pop rap, post-teen pop"
Hombres G,4177471,spotify:artist:60uh2KYYSCqAgJNxcU4DA0,71,"latin alternative, latin pop, mexican pop, rock en espanol, spanish rock"
Conway Twitty,861515,spotify:artist:7gi3jmwpUpNWdswT8eEprF,61,"arkansas country, classic country pop, country, country rock"
Spice Girls,3499928,spotify:artist:0uq5PttqEjj3IH1bzwcrXF,68,"dance pop, girl group, pop"
Baby Bash,923365,spotify:artist:12PSlydMSjEHzSCj9X5qv7,62,"chicano rap, latin hip hop, pop rap, southern hip hop, texas latin rap, urban contemporary"
Hot Mulligan,212329,spotify:artist:1lKZzN2d4IqiEYxyECIEHI,61,"alternative emo, emo, pop punk"
James Hype,339598,spotify:artist:43BxCL6t4c73BQnIJtry5v,71,"deep groove house, house, pop dance, uk dance"
Phoenix,1840045,spotify:artist:1xU878Z1QtBldR7ru9owdU,64,"alternative dance, indie rock, modern rock, neo-synthpop, new rave, rock independant francais, shimmer pop"
Fireboy DML,2536924,spotify:artist:75VKfyoBlkmrJFDqo1o2VY,69,"afrobeats, nigerian pop"
Ray LaMontagne,1009650,spotify:artist:6DoH7ywD5BcQvjloe9OcIj,63,"acoustic pop, indie folk, neo mellow, stomp and holler"
NCT 127,7344237,spotify:artist:7f4ignuCJhLXfZ9giKT7rH,69,"k-pop, k-pop boy group"
Tai Verdes,792515,spotify:artist:2kCO8LXN1usaOPL3iEE28I,63,"modern indie pop, singer-songwriter pop"
Orion Sun,278278,spotify:artist:2efrqekWSHlvhATD50AG3m,63,"alternative r&b, bedroom pop"
Dr. Dog,523818,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,63,"chamber pop, indie rock, modern folk rock, philly indie, pov: indie, seattle indie, stomp and holler"
Ian Munsick,195231,spotify:artist:7HjGPPtdNuHcK8crc7iNkn,60,"modern country pop, wyoming roots"
American Authors,1547892,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,65,"modern rock, pop rock"
Dave Stewart,37091,spotify:artist:7gcCQIlkkfbul5Mt0jBQkg,69,"new wave pop, rock keyboard"
EXO,9405499,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,70,"k-pop, k-pop boy group"
Sam Feldt,764625,spotify:artist:20gsENnposVs2I4rQ5kvrf,70,"edm, pop dance, tropical house"
Wham!,2668300,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,68,"new romantic, new wave pop, soft rock"
Jordana,100544,spotify:artist:5Bw9kFNhy019e4IBCJZlzw,62,modern indie pop
Lil Dicky,1973222,spotify:artist:1tqhsYv8yBBdwANFNzHtcr,62,"comedy rap, indie pop rap, pop rap"
Porter Robinson,1113535,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,63,"complextro, edm, electro house, pop dance, progressive electro house"
Ofenbach,584908,spotify:artist:4AKwRarlmsUlLjIwt38NLw,74,pop dance
Lauana Prado,3977217,spotify:artist:6TYimByryGphZCtwYopH0y,78,"sertanejo, sertanejo pop, sertanejo universitario"
Marisela,1984798,spotify:artist:73c2MjCAFNyKYIs7nBlqG2,70,"latin pop, ranchera"
Birdy,3654530,spotify:artist:2WX2uTcsvV5OnS0inACecP,70,"neo mellow, uk pop, viral pop"
Tones And I,2934818,spotify:artist:2NjfBq1NflQcKSeiDooVjY,69,australian pop
Gente De Zona,1539929,spotify:artist:2cy1zPcrFcXAJTP0APWewL,69,"cubaton, electro latino, latin hip hop, latin pop, reparto"
Nayer,25451,spotify:artist:1ruutHJcECI7cos2n5TqpO,68,deep dance pop
Yellowcard,1470998,spotify:artist:3zxKH0qp3nBCuPZCZT5Vaf,62,"alternative metal, pop punk, post-grunge, socal pop punk"
Eurythmics,1945950,spotify:artist:0NKDgy9j66h3DLnN8qu1bB,69,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop"
Werenoi,831156,spotify:artist:3YBJLs7RqR0aPGBgU27nDh,78,"french hip hop, pop urbaine"
Snow Patrol,2935973,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,68,"irish rock, modern rock, neo mellow, permanent wave, pop rock"
Nicky Youre,226602,spotify:artist:7qmpXeNz2ojlMl2EEfkeLs,67,singer-songwriter pop
Ella Langley,65461,spotify:artist:6BRxQ8cD3eqnrVj6WKDok8,60,modern country pop
Yeah Yeah Yeahs,1281576,spotify:artist:3TNt4aUIxgfy9aoaft5Jj2,65,"alternative dance, alternative rock, art pop, dance-punk, garage rock, indie rock, modern rock, neo-synthpop, new rave"
Paris Paloma,343441,spotify:artist:2EXpthNgSeTDeX8nGwxppp,65,singer-songwriter pop
Sir Chloe,734695,spotify:artist:6rniTPs9zN26kYnkPdFl1U,63,"indie pop, pov: indie"
charlieonnafriday,334829,spotify:artist:1hmTCch4tWOJmdqkf8nSRA,62,singer-songwriter pop
Hoodie Allen,688479,spotify:artist:382aq8Pij5V2nE2JMHMoxl,62,indie pop rap
Nothing But Thieves,1143544,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,70,"alternative pop rock, modern alternative rock, modern rock"
Lil' Kim,1704823,spotify:artist:5tth2a3v0sWwV1C7bApBdX,64,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary"
Kungs,933764,spotify:artist:7keGfmQR4X5w0two1xKZ7d,71,"edm, pop dance, uk dance"
Mandy Moore,720342,spotify:artist:2LJxr7Pt3JnP60eLxwbDOu,64,"dance pop, hollywood, neo mellow, post-teen pop"
Mrs. GREEN APPLE,3624418,spotify:artist:4QvgGvpgzgyUOo8Yp8LDm9,77,"anime rock, j-pop, j-rock"
Gloria Trevi,5123403,spotify:artist:1Db5GsIoVWYktPoD2nnPZZ,72,"latin arena pop, latin pop, mexican pop"
Pat Benatar,1705408,spotify:artist:43mhFhQ4JAknA7Ik1bOZuV,63,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock"
Waxahatchee,201156,spotify:artist:5IWCU0V9evBlW4gIeGY4zF,61,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock"
Jay Sean,1760039,spotify:artist:4pADjHPWyrlAF0FA7joK2H,66,"dance pop, pop, pop rap, post-teen pop"
